playerId;skaterFullName;teamAbbrevs
8484144;Connor Bedard;CHI
8482116;Tim Stützle;OTT
8478483;Mitch Marner;VGK
8473419;Brad Marchand;FLA
8477939;William Nylander;TOR
8480803;Evan Bouchard;EDM
8477404;Jake Guentzel;TBL
8478403;Jack Eichel;VGK
8471675;Sidney Crosby;PIT
8482078;Lucas Raymond;DET
8479337;Alex DeBrincat;DET
8480018;Nick Suzuki;MTL
8481557;Matt Boldy;MIN
8478550;Artemi Panarin;NYR
8478460;Zach Werenski;CBJ
8478864;Kirill Kaprizov;MIN
8482740;Wyatt Johnston;DAL
8480069;Cale Makar;COL
8476460;Mark Scheifele;WPG
8478398;Kyle Connor;WPG
8480027;Jason Robertson;DAL
8477956;David Pastrnak;BOS
8480039;Martin Necas;COL
8478420;Mikko Rantanen;DAL
8477934;Leon Draisaitl;EDM
8476453;Nikita Kucherov;TBL
8484801;Macklin Celebrini;SJS
8477492;Nathan MacKinnon;COL
8478402;Connor McDavid;EDM
